行け。 	 Go.
これを私に読んでいただけませんか。 	 Could you read this for me?
これ包んでもらえますか？ 	 Could you wrap this for me?
運命は時として残酷である。 	 Destiny is sometimes cruel.
ドライヤー持ってきた？ 	 Did you bring a hair dryer?
ゆうべ私に電話くれた？ 	 Did you call me last night?
これ自分で描いたの？ 	 Did you draw this yourself?
今日あなたは学校に行きましたか。 	 Did you go to school today?
いい夏をすごしましたか。 	 Did you have a nice summer?
トムを殺そうとしたの？ 	 Did you intend to kill Tom?
今何か見たの？ 	 Did you just see something?
スーツケースをロックした？ 	 Did you lock your suitcase?
鍋に油入れた？ 	 Did you put oil in the pan?
トムの本は返した？ 	 Did you return Tom's books?
今日トムと話をした？ 	 Did you speak to Tom today?
ストーブちゃんと消した？ 	 Did you turn the stove off?
ミュージカルは見なかったんですか。 	 Didn't you see the musical?
今から家に帰らないといけないの？ 	 Do I have to come home now?
値段は全部同じなんですか？ 	 Do these all cost the same?
クレジットカードでも良いですか？ 	 Do you accept credit cards?
カード使えますか？ 	 Do you accept credit cards?
トムとよく口論になるの？ 	 Do you and Tom argue often?
トムとよく喧嘩するの？ 	 Do you and Tom fight often?
あなたは奇跡を信じますか？ 	 Do you believe in miracles?
吸血鬼って信じてる？ 	 Do you believe in vampires?
配達は有料ですか。 	 Do you charge for delivery?
あなたはバスで通学していますか。 	 Do you go to school by bus?
私に何か文句でも？ 	 Do you have a beef with me?
もう少し安い部屋はありますか。 	 Do you have a cheaper room?
携帯持ってる？ 	 Do you have a mobile phone?
予約はしてありますか。 	 Do you have an appointment?
何か文句ある？ 	 Do you have any complaints?
何か異議がありますか？ 	 Do you have any objections?
口笛の吹き方ってわかる？ 	 Do you know how to whistle?
トムのことよく知ってる？ 	 Do you know much about Tom?
あなたは彼がどこに住んでいるか知っていますか。 	 Do you know where he lives?
スポーツは好きですか。 	 Do you like playing sports?
一緒について行っても構わない？ 	 Do you mind if I tag along?
昼のツアーはありますか。 	 Do you offer any day tours?
彼からよく連絡がありますか。 	 Do you often hear from him?
毎朝、ひげ剃ってるの？ 	 Do you shave every morning?
トムってお腹空いてると思う？ 	 Do you think Tom is hungry?
私のせいだと思う？ 	 Do you think it's my fault?
あれを面白いと思いますか？ 	 Do you think this is funny?
そんなに嫌われたいの？ 	 Do you want me to hate you?
アイス食べる？ 	 Do you want some ice cream?
腕相撲しようか？ 	 Do you want to arm wrestle?
かけ引きしてみたい？ 	 Do you want to make a deal?
散歩に行きたい？ 	 Do you want to take a walk?
すぐに宿題をしなさい。 	 Do your homework right now.
トムもフランス語を話すの？ 	 Does Tom also speak French?
トムがボストンに行くことってあるの？ 	 Does Tom ever go to Boston?
トムには兄弟姉妹がいますか？ 	 Does Tom have any siblings?
トムって、この地区に住んでるの？ 	 Does Tom live in this area?
トムは本当に一人で住んでるの？ 	 Does Tom really live alone?
トムはまだ僕のことを覚えてますか？ 	 Does Tom still remember me?
誰か鉛筆持ってない？ 	 Does anybody have a pencil?
どなたか鉛筆をお持ちではないでしょうか？ 	 Does anybody have a pencil?
くらだない質問すんなよ。 	 Don't ask stupid questions.
回りくどい言い方はしないで。 	 Don't beat around the bush.
彼の言葉を信じてはいけないよ。 	 Don't believe what he says.
もうここには戻ってこないでちょうだい。 	 Don't come back here again.
この木を切り倒さないでください。 	 Don't cut down these trees.
飲みすぎるんじゃないよ。 	 Don't drink too much, okay?
もう二度と嘘つかないでよ。 	 Don't ever lie to me again.
絶対に後で電話してよ。 	 Don't fail to call me back.
調子に乗りすぎるなよ。 	 Don't get too carried away.
小さい子をいじめちゃ駄目よ。 	 Don't pick on younger kids.
彼の言うことは当てにならないよ。 	 Don't rely on what he says.
お金を使い過ぎないようにね。 	 Don't spend too much money.
そんな言い方しないでよ！ 	 Don't talk to me like that!
心配しないで、助けるよ。 	 Don't worry, I'll help you.
夢は叶うこともある。 	 Dreams sometimes come true.
いつでも事務所にいらしてください。 	 Drop by my office any time.
卵は１ダース単位で売られる。 	 Eggs are sold by the dozen.
象は鼻が長い。 	 Elephants have long trunks.
永遠の愛なんてあるわけないじゃん。 	 Eternal love doesn't exist.
みんなパ二くり出した。 	 Everybody started to panic.
みなさん、落ち着いてください。 	 Everyone, please calm down.
すべて計画どおりに運んだ。 	 Everything went as planned.
すみませんが、今何時でしょうか。 	 Excuse me, what time is it?
彼の名前を知っている生徒はほとんどいなかった。 	 Few students knew his name.
こちらの書類にご記入ください。 	 Fill out this form, please.
そのびんに水を詰めなさい。 	 Fill the bottle with water.
食べ物は生物にとって必要なものです。 	 Food is necessary for life.
フランス語は僕の母国語なんだ。 	 French is my mother tongue.
フランス語は僕の母国語なんだ。 	 French is my native tongue.
できるだけ早く起きなさいよ。 	 Get up as early as you can.
そんな汚い手で触らないで。 	 Get your dirty paws off me.
離してよ。汚らわしい。 	 Get your dirty paws off me.
１ドルお釣りをくださいな。 	 Give me $1.00 back, please.
もう一杯お茶をください。 	 Give me another cup of tea.
考える時間ちょうだい。 	 Give me some time to think.
お水をください。 	 Give me some water, please.
何か飲み物をくれ。 	 Give me something to drink.
靴はピカピカに磨いてくれよ。 	 Give my shoes a good shine.
新しい仕事がんばってください。 	 Good luck with the new job.
グリーンは私が一番好きな色です。 	 Green is my favorite color.
このケーキ、ちょっと食べてみて。 	 Have a little of this cake.
あなたは今までに神戸に行ったことがありますか。 	 Have you ever been to Kobe?
奈良に行ったことはありますか？ 	 Have you ever been to Nara?
七面鳥を食べたことはありますか。 	 Have you ever eaten turkey?
牛の乳搾りってしたことある？ 	 Have you ever milked a cow?
学校サボったことある？ 	 Have you ever played hooky?
幽霊って見たことある？ 	 Have you ever seen a ghost?
パンダを見たことがありますか。 	 Have you ever seen a panda?
あなたは今まで鯨を見たことがありますか。 	 Have you ever seen a whale?
服を着ましたか。 	 Have you finished dressing?
トムに鍵渡した？ 	 Have you given Tom the key?
私のこともう愛してないの？ 	 Have you stopped loving me?
彼はついにそれを成し遂げた。 	 He accomplished it at last.
彼は自分が悪かった事を認めた。 	 He acknowledged his faults.
彼は素早くフランス語を習得した。 	 He acquired French quickly.
彼はめったに腹を立てない。 	 He almost never gets angry.
彼はチョコレートを一箱食べた。 	 He ate a box of chocolates.
彼は素敵な若者になった。 	 He became a nice young man.
彼はサンタクロースを信じてるんだ。 	 He believes in Santa Claus.
彼は息子にカメラを買ってやった。 	 He bought his son a camera.
あの人は東京から私に電話をかけてきた。 	 He called me up from Tokyo.
一週間後、彼はまたやって来た。 	 He came again after a week.
彼はロープをつかんだ。 	 He caught hold of the rope.
彼は週２回ここに来る。 	 He comes here twice a week.
彼なら週に２回ここに来るよ。 	 He comes here twice a week.
彼は店から飛び出した。 	 He dashed out of the store.
彼はその罰を受けるに値する。 	 He deserves the punishment.
彼が独力でその仕事をした。 	 He did the work on his own.
